station_id,ln_nm,stin_nm,mv_path_dv_cd,mv_path_dv_nm,mg_no,path_label,floor_sequence,n_steps,n_elevator,n_escalator,guide_text,guide_lines
S1_2_0126,2호선,당산,1,출입구-승강장,1,4번 출입구 옆 엘리베이터 → 영등포구청 방면,1F → 2F → 3F,6,2,0,"4번 출입구 옆 엘리베이터(으)로 1개 층 올라가기 (1F → 2F, 엘리베이터) → [2F] 대합실로 이동 → [2F] 표 내는 곳 통과 → 영등포구청 방면 엘리베이터(으)로 1개 층 올라가기 (2F → 3F, 엘리베이터) → [3F] 영등포구청 방면 승강장으로 이동 → [3F] 승차 (휠체어칸)","1. 4번 출입구 옆 엘리베이터(으)로 1개 층 올라가기 (1F → 2F, 엘리베이터) | 2. [2F] 대합실로 이동 | 3. [2F] 표 내는 곳 통과 | 4. 영등포구청 방면 엘리베이터(으)로 1개 층 올라가기 (2F → 3F, 엘리베이터) | 5. [3F] 영등포구청 방면 승강장으로 이동 | 6. [3F] 승차 (휠체어칸)"
S1_2_0126,2호선,당산,1,출입구-승강장,2,4번 출입구 옆 엘리베이터 → 합정 방면,1F → 2F → 3F,6,2,0,"4번 출입구 옆 엘리베이터(으)로 1개 층 올라가기 (1F → 2F, 엘리베이터) → [2F] 대합실로 이동 → [2F] 표 내는 곳 통과 → 합정 방면 엘리베이터(으)로 1개 층 올라가기 (2F → 3F, 엘리베이터) → [3F] 합정 방면 승강장으로 이동 → [3F] 승차 (휠체어칸)","1. 4번 출입구 옆 엘리베이터(으)로 1개 층 올라가기 (1F → 2F, 엘리베이터) | 2. [2F] 대합실로 이동 | 3. [2F] 표 내는 곳 통과 | 4. 합정 방면 엘리베이터(으)로 1개 층 올라가기 (2F → 3F, 엘리베이터) | 5. [3F] 합정 방면 승강장으로 이동 | 6. [3F] 승차 (휠체어칸)"
S1_2_0126,2호선,당산,1,출입구-승강장,3,3번 출입구 옆 엘리베이터 → 영등포구청 방면,1F → 2F → 3F,6,2,0,"3번출입구 옆 엘리베이터(으)로 1개 층 올라가기 (1F → 2F, 엘리베이터) → [2F] 대합실로 이동 → [2F] 표 내는 곳 통과 → 영등포구청 방면 엘리베이터(으)로 1개 층 올라가기 (2F → 3F, 엘리베이터) → [3F] 영등포구청 방면 승강장으로 이동 → [3F] 승차(휠체어칸)","1. 3번출입구 옆 엘리베이터(으)로 1개 층 올라가기 (1F → 2F, 엘리베이터) | 2. [2F] 대합실로 이동 | 3. [2F] 표 내는 곳 통과 | 4. 영등포구청 방면 엘리베이터(으)로 1개 층 올라가기 (2F → 3F, 엘리베이터) | 5. [3F] 영등포구청 방면 승강장으로 이동 | 6. [3F] 승차(휠체어칸)"
S1_2_0126,2호선,당산,1,출입구-승강장,4,3번 출입구 옆 엘리베이터 → 합정 방면,1F → 2F → 3F,6,2,0,"3번출입구 옆 엘리베이터(으)로 1개 층 올라가기 (1F → 2F, 엘리베이터) → [2F] 대합실로 이동 → [2F] 표 내는 곳 통과 → 합정 방면 엘리베이터(으)로 1개 층 올라가기 (2F → 3F, 엘리베이터) → [3F] 합정 방면 승강장으로 이동 → [3F] 승차(휠체어칸)","1. 3번출입구 옆 엘리베이터(으)로 1개 층 올라가기 (1F → 2F, 엘리베이터) | 2. [2F] 대합실로 이동 | 3. [2F] 표 내는 곳 통과 | 4. 합정 방면 엘리베이터(으)로 1개 층 올라가기 (2F → 3F, 엘리베이터) | 5. [3F] 합정 방면 승강장으로 이동 | 6. [3F] 승차(휠체어칸)"
S1_2_0126,2호선,당산,3,환승,1,2호선 영등포구청 방면 → 9호선 국회의사당 방면,3F → B2,6,1,0,"[3F] 2호선 영등포구청 방면 승강장 하차 → 9호선 환승 엘리베이터(으)로 4개 층 내려가기 (3F → B2, 엘리베이터) → [B2] 9호선 대합실로 이동 → [B2] 5(B3) 9호선 국회의사당 방면 승강장으로 이동 → [B2] 승차 (휠체어칸) → 승강장 방향 엘리베이터 이용 (엘리베이터)","1. [3F] 2호선 영등포구청 방면 승강장 하차 | 2. 9호선 환승 엘리베이터(으)로 4개 층 내려가기 (3F → B2, 엘리베이터) | 3. [B2] 9호선 대합실로 이동 | 4. [B2] 5(B3) 9호선 국회의사당 방면 승강장으로 이동 | 5. [B2] 승차 (휠체어칸) | 6. 승강장 방향 엘리베이터 이용 (엘리베이터)"
S1_2_0126,2호선,당산,3,환승,2,2호선 영등포구청 방면 → 9호선 선유도 방면,3F → B2 → B3,6,2,0,"[3F] 2호선 영등포구청 방면 승강장 하차 → 9호선 환승 엘리베이터(으)로 4개 층 내려가기 (3F → B2, 엘리베이터) → [B2] 9호선 대합실로 이동 → 승강장 방향 엘리베이터(으)로 1개 층 내려가기 (B2 → B3, 엘리베이터) → [B3] 9호선 선유도 방면 승강장으로 이동 → [B3] 승차 (휠체어칸)","1. [3F] 2호선 영등포구청 방면 승강장 하차 | 2. 9호선 환승 엘리베이터(으)로 4개 층 내려가기 (3F → B2, 엘리베이터) | 3. [B2] 9호선 대합실로 이동 | 4. 승강장 방향 엘리베이터(으)로 1개 층 내려가기 (B2 → B3, 엘리베이터) | 5. [B3] 9호선 선유도 방면 승강장으로 이동 | 6. [B3] 승차 (휠체어칸)"
S1_2_0126,2호선,당산,3,환승,3,2호선 합정 방면 → 9호선 국회의사당 방면,3F → B2 → B3,6,2,0,"[3F] 2호선 합정 방면 승강장 하차 → 9호선 환승 엘리베이터(으)로 4개 층 내려가기 (3F → B2, 엘리베이터) → [B2] 9호선 대합실로 이동 → 승강장 방향 엘리베이터(으)로 1개 층 내려가기 (B2 → B3, 엘리베이터) → [B3] 9호선 국회의사당 방면 승강장으로 이동 → [B3] 승차 (휠체어칸)","1. [3F] 2호선 합정 방면 승강장 하차 | 2. 9호선 환승 엘리베이터(으)로 4개 층 내려가기 (3F → B2, 엘리베이터) | 3. [B2] 9호선 대합실로 이동 | 4. 승강장 방향 엘리베이터(으)로 1개 층 내려가기 (B2 → B3, 엘리베이터) | 5. [B3] 9호선 국회의사당 방면 승강장으로 이동 | 6. [B3] 승차 (휠체어칸)"
S1_2_0126,2호선,당산,3,환승,4,2호선 합정 방면 → 9호선 선유도 방면,3F → B2 → B3,6,2,0,"[3F] 2호선 합정 방면 승강장 하차 → 9호선 환승 엘리베이터(으)로 4개 층 내려가기 (3F → B2, 엘리베이터) → [B2] 9호선 대합실로 이동 → 승강장 방향 엘리베이터(으)로 1개 층 내려가기 (B2 → B3, 엘리베이터) → [B3] 9호선 선유도 방면 승강장으로 이동 → [B3] 승차 (휠체어칸)","1. [3F] 2호선 합정 방면 승강장 하차 | 2. 9호선 환승 엘리베이터(으)로 4개 층 내려가기 (3F → B2, 엘리베이터) | 3. [B2] 9호선 대합실로 이동 | 4. 승강장 방향 엘리베이터(으)로 1개 층 내려가기 (B2 → B3, 엘리베이터) | 5. [B3] 9호선 선유도 방면 승강장으로 이동 | 6. [B3] 승차 (휠체어칸)"
S1_2_0421,2호선,영등포구청,1,출입구-승강장,1,2번 출입구 옆 엘리베이터 → 문래 방면,1F → B1 → B2,6,2,0,"2번 출입구 옆 엘리베이터(으)로 1개 층 내려가기 (1F → B1, 엘리베이터) → [B1] 대합실로 이동 → [B1] 표 내는 곳 통과 → 문래 방면 엘리베이터(으)로 1개 층 내려가기 (B1 → B2, 엘리베이터) → [B2] 문래 방면 승강장으로 이동 → [B2] 승차 (휠체어칸)","1. 2번 출입구 옆 엘리베이터(으)로 1개 층 내려가기 (1F → B1, 엘리베이터) | 2. [B1] 대합실로 이동 | 3. [B1] 표 내는 곳 통과 | 4. 문래 방면 엘리베이터(으)로 1개 층 내려가기 (B1 → B2, 엘리베이터) | 5. [B2] 문래 방면 승강장으로 이동 | 6. [B2] 승차 (휠체어칸)"
S1_2_0421,2호선,영등포구청,1,출입구-승강장,2,2번 출입구 옆 엘리베이터 → 당산 방면,1F → B1 → B2,6,2,0,"2번 출입구 옆 엘리베이터(으)로 1개 층 내려가기 (1F → B1, 엘리베이터) → [B1] 대합실로 이동 → [B1] 표 내는 곳 통과 → 당산 방면 엘리베이터(으)로 1개 층 내려가기 (B1 → B2, 엘리베이터) → [B2] 당산 방면 승강장으로 이동 → [B2] 승차 (휠체어칸)","1. 2번 출입구 옆 엘리베이터(으)로 1개 층 내려가기 (1F → B1, 엘리베이터) | 2. [B1] 대합실로 이동 | 3. [B1] 표 내는 곳 통과 | 4. 당산 방면 엘리베이터(으)로 1개 층 내려가기 (B1 → B2, 엘리베이터) | 5. [B2] 당산 방면 승강장으로 이동 | 6. [B2] 승차 (휠체어칸)"
S1_2_0421,2호선,영등포구청,1,출입구-승강장,3,5번 출입구 근처 엘리베이터 → 문래 방면,1F → B1 → B2,6,2,0,"5번 출입구 옆 엘리베이터(으)로 1개 층 내려가기 (1F → B1, 엘리베이터) → [B1] 대합실로 이동 → [B1] 표 내는 곳 통과 → 문래 방면 엘리베이터(으)로 1개 층 내려가기 (B1 → B2, 엘리베이터) → [B2] 문래 방면 승강장으로 이동 → [B2] 승차 (휠체어칸)","1. 5번 출입구 옆 엘리베이터(으)로 1개 층 내려가기 (1F → B1, 엘리베이터) | 2. [B1] 대합실로 이동 | 3. [B1] 표 내는 곳 통과 | 4. 문래 방면 엘리베이터(으)로 1개 층 내려가기 (B1 → B2, 엘리베이터) | 5. [B2] 문래 방면 승강장으로 이동 | 6. [B2] 승차 (휠체어칸)"
S1_2_0421,2호선,영등포구청,1,출입구-승강장,4,5번 출입구 근처 엘리베이터 → 당산 방면,1F → B1 → B2,6,2,0,"5번 출입구 옆 엘리베이터(으)로 1개 층 내려가기 (1F → B1, 엘리베이터) → [B1] 대합실로 이동 → [B1] 표 내는 곳 통과 → 당산 방면 엘리베이터(으)로 1개 층 내려가기 (B1 → B2, 엘리베이터) → [B2] 당산 방면 승강장으로 이동 → [B2] 승차 (휠체어칸)","1. 5번 출입구 옆 엘리베이터(으)로 1개 층 내려가기 (1F → B1, 엘리베이터) | 2. [B1] 대합실로 이동 | 3. [B1] 표 내는 곳 통과 | 4. 당산 방면 엘리베이터(으)로 1개 층 내려가기 (B1 → B2, 엘리베이터) | 5. [B2] 당산 방면 승강장으로 이동 | 6. [B2] 승차 (휠체어칸)"
S1_2_0421,2호선,영등포구청,3,환승,1,2호선 문래 방면 → 5호선 양평 방면,B2 → B1 → 1F → B5,6,3,0,"문래방면 지하2층 엘리베이터(으)로 1개 층 올라가기 (B2 → B1, 엘리베이터) → [B1] 문래방면 지하1층 엘리베이터 하차 → 2번출입구 지하1층 엘리베이터(으)로 1개 층 올라가기 (B1 → 1F, 엘리베이터) → [1F] 2번출입구 지상1층 엘리베이터 하차 → 5호선방면 지상1층 엘리베이터(으)로 5개 층 내려가기 (1F → B5, 엘리베이터) → [B5] 양평방면 지하5층 엘리베이터 하차","1. 문래방면 지하2층 엘리베이터(으)로 1개 층 올라가기 (B2 → B1, 엘리베이터) | 2. [B1] 문래방면 지하1층 엘리베이터 하차 | 3. 2번출입구 지하1층 엘리베이터(으)로 1개 층 올라가기 (B1 → 1F, 엘리베이터) | 4. [1F] 2번출입구 지상1층 엘리베이터 하차 | 5. 5호선방면 지상1층 엘리베이터(으)로 5개 층 내려가기 (1F → B5, 엘리베이터) | 6. [B5] 양평방면 지하5층 엘리베이터 하차"
S1_2_0421,2호선,영등포구청,3,환승,2,2호선 문래 방면 → 5호선 영등포시장 방면,B2 → B1 → 1F → B4 → B5,8,4,0,"문래방면 지하2층 엘리베이터(으)로 1개 층 올라가기 (B2 → B1, 엘리베이터) → [B1] 문래방면 지하1층 엘리베이터 하차 → 2번출입구 지하1층 엘리베이터(으)로 1개 층 올라가기 (B1 → 1F, 엘리베이터) → [1F] 2번출입구 지상1층 엘리베이터 하차 → 5호선방면 지상1층 엘리베이터(으)로 4개 층 내려가기 (1F → B4, 엘리베이터) → [B4] 5호선방면 지하4층 대합실 엘리베이터 하차 → 영등포시장방면 지하4층 엘리베이터(으)로 1개 층 내려가기 (B4 → B5, 엘리베이터) → [B5] 영등포시장방면 지하5층 엘리베이터 하차","1. 문래방면 지하2층 엘리베이터(으)로 1개 층 올라가기 (B2 → B1, 엘리베이터) | 2. [B1] 문래방면 지하1층 엘리베이터 하차 | 3. 2번출입구 지하1층 엘리베이터(으)로 1개 층 올라가기 (B1 → 1F, 엘리베이터) | 4. [1F] 2번출입구 지상1층 엘리베이터 하차 | 5. 5호선방면 지상1층 엘리베이터(으)로 4개 층 내려가기 (1F → B4, 엘리베이터) | 6. [B4] 5호선방면 지하4층 대합실 엘리베이터 하차 | 7. 영등포시장방면 지하4층 엘리베이터(으)로 1개 층 내려가기 (B4 → B5, 엘리베이터) | 8. [B5] 영등포시장방면 지하5층 엘리베이터 하차"
S1_2_0421,2호선,영등포구청,3,환승,3,2호선 당산 방면 → 5호선 양평 방면,B2 → B1 → 1F → B5,6,3,0,"당산방면 지하2층 엘리베이터(으)로 1개 층 올라가기 (B2 → B1, 엘리베이터) → [B1] 당산방면 지하1층 엘리베이터 하차 → 2번출입구 지하1층 엘리베이터(으)로 1개 층 올라가기 (B1 → 1F, 엘리베이터) → [1F] 2번출입구 지상1층 엘리베이터 하차 → 5호선방면 지상1층 엘리베이터(으)로 5개 층 내려가기 (1F → B5, 엘리베이터) → [B5] 양평방면 지하5층 엘리베이터 하차","1. 당산방면 지하2층 엘리베이터(으)로 1개 층 올라가기 (B2 → B1, 엘리베이터) | 2. [B1] 당산방면 지하1층 엘리베이터 하차 | 3. 2번출입구 지하1층 엘리베이터(으)로 1개 층 올라가기 (B1 → 1F, 엘리베이터) | 4. [1F] 2번출입구 지상1층 엘리베이터 하차 | 5. 5호선방면 지상1층 엘리베이터(으)로 5개 층 내려가기 (1F → B5, 엘리베이터) | 6. [B5] 양평방면 지하5층 엘리베이터 하차"
S1_2_0421,2호선,영등포구청,3,환승,4,2호선 당산 방면 → 5호선 영등포시장 방면,B2 → B1 → 1F → B4 → B5,8,4,0,"당산방면 지하2층 엘리베이터(으)로 1개 층 올라가기 (B2 → B1, 엘리베이터) → [B1] 당산방면 지하1층 엘리베이터 하차 → 2번출입구 지하1층 엘리베이터(으)로 1개 층 올라가기 (B1 → 1F, 엘리베이터) → [1F] 2번출입구 지상1층 엘리베이터 하차 → 5호선방면 지상1층 엘리베이터(으)로 4개 층 내려가기 (1F → B4, 엘리베이터) → [B4] 5호선방면 지하4층 대합실 엘리베이터 하차 → 영등포시장방면 지하4층 엘리베이터(으)로 1개 층 내려가기 (B4 → B5, 엘리베이터) → [B5] 영등포시장방면 지하5층 엘리베이터 하차","1. 당산방면 지하2층 엘리베이터(으)로 1개 층 올라가기 (B2 → B1, 엘리베이터) | 2. [B1] 당산방면 지하1층 엘리베이터 하차 | 3. 2번출입구 지하1층 엘리베이터(으)로 1개 층 올라가기 (B1 → 1F, 엘리베이터) | 4. [1F] 2번출입구 지상1층 엘리베이터 하차 | 5. 5호선방면 지상1층 엘리베이터(으)로 4개 층 내려가기 (1F → B4, 엘리베이터) | 6. [B4] 5호선방면 지하4층 대합실 엘리베이터 하차 | 7. 영등포시장방면 지하4층 엘리베이터(으)로 1개 층 내려가기 (B4 → B5, 엘리베이터) | 8. [B5] 영등포시장방면 지하5층 엘리베이터 하차"
S1_2_0206,2호선,문래,1,출입구-승강장,1,1번 출입구 옆 엘리베이터 → 신도림 방면,1F → B1 → B2,6,2,0,"1번 출입구 옆 엘리베이터(으)로 1개 층 내려가기 (1F → B1, 엘리베이터) → [B1] 대합실로 이동 → [B1] 신도림 방면 엘리베이터 앞 표 내는 곳 통과 → 신도림 방면 엘리베이터(으)로 1개 층 내려가기 (B1 → B2, 엘리베이터) → [B2] 신도림 방면 승강장으로 이동 → [B2] 승차 (휠체어칸)","1. 1번 출입구 옆 엘리베이터(으)로 1개 층 내려가기 (1F → B1, 엘리베이터) | 2. [B1] 대합실로 이동 | 3. [B1] 신도림 방면 엘리베이터 앞 표 내는 곳 통과 | 4. 신도림 방면 엘리베이터(으)로 1개 층 내려가기 (B1 → B2, 엘리베이터) | 5. [B2] 신도림 방면 승강장으로 이동 | 6. [B2] 승차 (휠체어칸)"
S1_2_0206,2호선,문래,1,출입구-승강장,2,1번 출입구 옆 엘리베이터 → 영등포구청 방면,1F → B1 → B2,6,2,0,"1번 출입구 옆 엘리베이터(으)로 1개 층 내려가기 (1F → B1, 엘리베이터) → [B1] 대합실로 이동 → [B1] 영등포구청 방면 엘리베이터 앞 표 내는 곳 통과 → 영등포구청 방면 엘리베이터(으)로 1개 층 내려가기 (B1 → B2, 엘리베이터) → [B2] 영등포구청 방면 승강장으로 이동 → [B2] 승차 (휠체어칸)","1. 1번 출입구 옆 엘리베이터(으)로 1개 층 내려가기 (1F → B1, 엘리베이터) | 2. [B1] 대합실로 이동 | 3. [B1] 영등포구청 방면 엘리베이터 앞 표 내는 곳 통과 | 4. 영등포구청 방면 엘리베이터(으)로 1개 층 내려가기 (B1 → B2, 엘리베이터) | 5. [B2] 영등포구청 방면 승강장으로 이동 | 6. [B2] 승차 (휠체어칸)"
S1_2_0206,2호선,문래,1,출입구-승강장,3,4번 출입구 옆 엘리베이터 → 신도림 방면,1F → B1 → B2,6,2,0,"4번 출입구 옆 엘리베이터(으)로 1개 층 내려가기 (1F → B1, 엘리베이터) → [B1] 대합실로 이동 → [B1] 신도림 방면 엘리베이터 앞 표 내는 곳 통과 → 신도림 방면 엘리베이터(으)로 1개 층 내려가기 (B1 → B2, 엘리베이터) → [B2] 신도림 방면 승강장으로 이동 → [B2] 승차 (휠체어칸)","1. 4번 출입구 옆 엘리베이터(으)로 1개 층 내려가기 (1F → B1, 엘리베이터) | 2. [B1] 대합실로 이동 | 3. [B1] 신도림 방면 엘리베이터 앞 표 내는 곳 통과 | 4. 신도림 방면 엘리베이터(으)로 1개 층 내려가기 (B1 → B2, 엘리베이터) | 5. [B2] 신도림 방면 승강장으로 이동 | 6. [B2] 승차 (휠체어칸)"
S1_2_0206,2호선,문래,1,출입구-승강장,4,4번 출입구 옆 엘리베이터 → 영등포구청 방면,1F → B1 → B2,6,2,0,"4번 출입구 옆 엘리베이터(으)로 1개 층 내려가기 (1F → B1, 엘리베이터) → [B1] 대합실로 이동 → [B1] 영등포구청 방면 엘리베이터 앞 표 내는 곳 통과 → 영등포구청 방면 엘리베이터(으)로 1개 층 내려가기 (B1 → B2, 엘리베이터) → [B2] 영등포구청 방면 승강장으로 이동 → [B2] 승차 (휠체어칸)","1. 4번 출입구 옆 엘리베이터(으)로 1개 층 내려가기 (1F → B1, 엘리베이터) | 2. [B1] 대합실로 이동 | 3. [B1] 영등포구청 방면 엘리베이터 앞 표 내는 곳 통과 | 4. 영등포구청 방면 엘리베이터(으)로 1개 층 내려가기 (B1 → B2, 엘리베이터) | 5. [B2] 영등포구청 방면 승강장으로 이동 | 6. [B2] 승차 (휠체어칸)"
S1_2_0206,2호선,문래,1,출입구-승강장,5,5번 출입구 옆 엘리베이터 → 신도림 방면,1F → B1 → B2,6,2,0,"5번 출입구 옆 엘리베이터(으)로 1개 층 내려가기 (1F → B1, 엘리베이터) → [B1] 대합실로 이동 → [B1] 신도림 방면 엘리베이터 앞 표 내는 곳 통과 → 신도림 방면 엘리베이터(으)로 1개 층 내려가기 (B1 → B2, 엘리베이터) → [B2] 신도림 방면 승강장으로 이동 → [B2] 승차 (휠체어칸)","1. 5번 출입구 옆 엘리베이터(으)로 1개 층 내려가기 (1F → B1, 엘리베이터) | 2. [B1] 대합실로 이동 | 3. [B1] 신도림 방면 엘리베이터 앞 표 내는 곳 통과 | 4. 신도림 방면 엘리베이터(으)로 1개 층 내려가기 (B1 → B2, 엘리베이터) | 5. [B2] 신도림 방면 승강장으로 이동 | 6. [B2] 승차 (휠체어칸)"
S1_2_0206,2호선,문래,1,출입구-승강장,6,5번 출입구 옆 엘리베이터 → 영등포구청 방면,1F → B1 → B2,6,2,0,"5번 출입구 옆 엘리베이터(으)로 1개 층 내려가기 (1F → B1, 엘리베이터) → [B1] 대합실로 이동 → [B1] 영등포구청 방면 엘리베이터 앞 표 내는 곳 통과 → 영등포구청 방면 엘리베이터(으)로 1개 층 내려가기 (B1 → B2, 엘리베이터) → [B2] 영등포구청 방면 승강장으로 이동 → [B2] 승차 (휠체어칸)","1. 5번 출입구 옆 엘리베이터(으)로 1개 층 내려가기 (1F → B1, 엘리베이터) | 2. [B1] 대합실로 이동 | 3. [B1] 영등포구청 방면 엘리베이터 앞 표 내는 곳 통과 | 4. 영등포구청 방면 엘리베이터(으)로 1개 층 내려가기 (B1 → B2, 엘리베이터) | 5. [B2] 영등포구청 방면 승강장으로 이동 | 6. [B2] 승차 (휠체어칸)"
S1_2_0359,2호선,신도림,1,출입구-승강장,1,3번 출입구 옆 엘리베이터 → 대림 방면,1F → B1 → B2,6,2,0,"3번 출입구 옆 엘리베이터(으)로 1개 층 내려가기 (1F → B1, 엘리베이터) → [B1] 대합실로 이동 → [B1] 표 내는 곳 통과 → 승강장 방향 엘리베이터(으)로 1개 층 내려가기 (B1 → B2, 엘리베이터) → [B2] 대림 방면 승강장으로 이동 → [B2] 승차 (휠체어칸)","1. 3번 출입구 옆 엘리베이터(으)로 1개 층 내려가기 (1F → B1, 엘리베이터) | 2. [B1] 대합실로 이동 | 3. [B1] 표 내는 곳 통과 | 4. 승강장 방향 엘리베이터(으)로 1개 층 내려가기 (B1 → B2, 엘리베이터) | 5. [B2] 대림 방면 승강장으로 이동 | 6. [B2] 승차 (휠체어칸)"
S1_2_0359,2호선,신도림,1,출입구-승강장,2,3번 출입구 옆 엘리베이터 → 문래 방면,1F → B1 → B2,6,2,0,"3번 출입구 옆 엘리베이터(으)로 1개 층 내려가기 (1F → B1, 엘리베이터) → [B1] 대합실로 이동 → [B1] 표 내는 곳 통과 → 승강장 방향 엘리베이터(으)로 1개 층 내려가기 (B1 → B2, 엘리베이터) → [B2] 문래 방면 승강장으로 이동 → [B2] 승차 (휠체어칸)","1. 3번 출입구 옆 엘리베이터(으)로 1개 층 내려가기 (1F → B1, 엘리베이터) | 2. [B1] 대합실로 이동 | 3. [B1] 표 내는 곳 통과 | 4. 승강장 방향 엘리베이터(으)로 1개 층 내려가기 (B1 → B2, 엘리베이터) | 5. [B2] 문래 방면 승강장으로 이동 | 6. [B2] 승차 (휠체어칸)"
S1_2_0359,2호선,신도림,1,출입구-승강장,3,3번 출입구 옆 엘리베이터 → 도림천 방면,1F → B1 → B2,7,2,0,"3번 출입구 옆 엘리베이터(으)로 1개 층 내려가기 (1F → B1, 엘리베이터) → [B1] 대합실로 이동 → [B1] 표 내는 곳 통과 → [B1] 1번 출입구 방향, 1호선 환승 방향으로 이동 → 도림천 방면 엘리베이터(으)로 1개 층 내려가기 (B1 → B2, 엘리베이터) → [B2] 도림천 방면 승강장으로 이동 → [B2] 승차 (휠체어칸)","1. 3번 출입구 옆 엘리베이터(으)로 1개 층 내려가기 (1F → B1, 엘리베이터) | 2. [B1] 대합실로 이동 | 3. [B1] 표 내는 곳 통과 | 4. [B1] 1번 출입구 방향, 1호선 환승 방향으로 이동 | 5. 도림천 방면 엘리베이터(으)로 1개 층 내려가기 (B1 → B2, 엘리베이터) | 6. [B2] 도림천 방면 승강장으로 이동 | 7. [B2] 승차 (휠체어칸)"
S1_2_0359,2호선,신도림,3,환승,1,2호선 대림 방면 → 2호선 도림천 방면,B2 → B1 → B2,7,2,0,"[B2] 2호선 대림 방면 승강장 하차 → 대합실 방향 엘리베이터(으)로 1개 층 올라가기 (B2 → B1, 엘리베이터) → [B1] 대합실로 이동 → [B1] 1번 출입구 방향, 1호선 환승 방향으로 이동 → 2호선 도림천 방면 엘리베이터(으)로 1개 층 내려가기 (B1 → B2, 엘리베이터) → [B2] 2호선 도림천 방면 승강장으로 이동 → [B2] 승차 (휠체어칸)","1. [B2] 2호선 대림 방면 승강장 하차 | 2. 대합실 방향 엘리베이터(으)로 1개 층 올라가기 (B2 → B1, 엘리베이터) | 3. [B1] 대합실로 이동 | 4. [B1] 1번 출입구 방향, 1호선 환승 방향으로 이동 | 5. 2호선 도림천 방면 엘리베이터(으)로 1개 층 내려가기 (B1 → B2, 엘리베이터) | 6. [B2] 2호선 도림천 방면 승강장으로 이동 | 7. [B2] 승차 (휠체어칸)"
S1_2_0359,2호선,신도림,3,환승,2,2호선 문래 방면 → 2호선 도림천 방면,B2 → B1 → B2,7,2,0,"[B2] 2호선 문래 방면 승강장 하차 → 대합실 방향 엘리베이터(으)로 1개 층 올라가기 (B2 → B1, 엘리베이터) → [B1] 대합실로 이동 → [B1] 1번 출입구 방향, 1호선 환승 방향으로 이동 → 2호선 도림천 방면 엘리베이터(으)로 1개 층 내려가기 (B1 → B2, 엘리베이터) → [B2] 2호선 도림천 방면 승강장으로 이동 → [B2] 승차 (휠체어칸)","1. [B2] 2호선 문래 방면 승강장 하차 | 2. 대합실 방향 엘리베이터(으)로 1개 층 올라가기 (B2 → B1, 엘리베이터) | 3. [B1] 대합실로 이동 | 4. [B1] 1번 출입구 방향, 1호선 환승 방향으로 이동 | 5. 2호선 도림천 방면 엘리베이터(으)로 1개 층 내려가기 (B1 → B2, 엘리베이터) | 6. [B2] 2호선 도림천 방면 승강장으로 이동 | 7. [B2] 승차 (휠체어칸)"
S1_2_0359,2호선,신도림,3,환승,3,2호선 지선 신도림 (종착역) 승강장 → 2호선 대림 방면,B2 → B1 → B2,7,2,0,"[B2] 2호선 지선 신도림 (종착역) 승강장 하차 → 대합실 방향 엘리베이터(으)로 1개 층 올라가기 (B2 → B1, 엘리베이터) → [B1] 대합실로 이동 → [B1] 2번/3번 출입구 방향으로 이동 → 2호선 대림, 문래 방면 엘리베이터(으)로 1개 층 내려가기 (B1 → B2, 엘리베이터) → [B2] 2호선 대림 방면 승강장으로 이동 → [B2] 승차 (휠체어칸)","1. [B2] 2호선 지선 신도림 (종착역) 승강장 하차 | 2. 대합실 방향 엘리베이터(으)로 1개 층 올라가기 (B2 → B1, 엘리베이터) | 3. [B1] 대합실로 이동 | 4. [B1] 2번/3번 출입구 방향으로 이동 | 5. 2호선 대림, 문래 방면 엘리베이터(으)로 1개 층 내려가기 (B1 → B2, 엘리베이터) | 6. [B2] 2호선 대림 방면 승강장으로 이동 | 7. [B2] 승차 (휠체어칸)"
S1_2_0359,2호선,신도림,3,환승,4,2호선 지선 신도림 (종착역) 승강장 → 2호선 문래 방면,B2 → B1 → B2,7,2,0,"[B2] 2호선 지선 신도림 (종착역) 승강장 하차 → 대합실 방향 엘리베이터(으)로 1개 층 올라가기 (B2 → B1, 엘리베이터) → [B1] 대합실로 이동 → [B1] 2번/3번 출입구 방향으로 이동 → 2호선 대림, 문래 방면 엘리베이터(으)로 1개 층 내려가기 (B1 → B2, 엘리베이터) → [B2] 2호선 문래 방면 승강장으로 이동 → [B2] 승차 (휠체어칸)","1. [B2] 2호선 지선 신도림 (종착역) 승강장 하차 | 2. 대합실 방향 엘리베이터(으)로 1개 층 올라가기 (B2 → B1, 엘리베이터) | 3. [B1] 대합실로 이동 | 4. [B1] 2번/3번 출입구 방향으로 이동 | 5. 2호선 대림, 문래 방면 엘리베이터(으)로 1개 층 내려가기 (B1 → B2, 엘리베이터) | 6. [B2] 2호선 문래 방면 승강장으로 이동 | 7. [B2] 승차 (휠체어칸)"
