station_id,ln_nm,stin_nm,from_line,from_direction,to_line,to_direction,floor_sequence,n_steps,n_elevator,n_escalator,guide_text
S1_2_0497,2호선,잠실,2호선,잠실새내,8호선,몽촌토성,B2 → B1 → B3,7,2,0,"[B2] 2호선 잠실새내 방면 승강장 하차 → 대합실 방향 엘리베이터(으)로 1개 층 올라가기 (B2 → B1, 엘리베이터) → [B1] 대합실로 이동 → [B1] 8호선 대합실로 이동 → 8호선 몽촌토성 방면 엘리베이터(으)로 2개 층 내려가기 (B1 → B3, 엘리베이터) → [B3] 8호선 몽촌토성 방면 승강장으로 이동 → [B3] 승차 (휠체어칸)"
S1_2_0497,2호선,잠실,2호선,잠실새내,8호선,석촌,B2 → B1 → B3,7,2,0,"[B2] 2호선 잠실새내 방면 승강장 하차 → 대합실 방향 엘리베이터(으)로 1개 층 올라가기 (B2 → B1, 엘리베이터) → [B1] 대합실로 이동 → [B1] 8호선 대합실로 이동 → 8호선 석촌 방면 엘리베이터(으)로 2개 층 내려가기 (B1 → B3, 엘리베이터) → [B3] 8호선 석촌 방면 승강장으로 이동 → [B3] 승차 (휠체어칸)"
S1_2_0031,2호선,건대입구,2호선,구의,7호선,어린이 대공원,3F → 1F → B2,6,2,0,"[3F] 2호선 구의 방면 승강장 하차 → 표 내는 곳 통과 후 2호선 대합실 방향 엘리베이터(으)로 2개 층 내려가기 (3F → 1F, 엘리베이터) → [1F] 3번 출입구 옆 엘리베이터 로 이동 → 3번 출입구 옆 엘리베이터(으)로 2개 층 내려가기 (1F → B2, 엘리베이터) → [B2] 표 내는 곳 통과 후 7호선 어린이 대공원 방면 승강장 이동 → [B2] 승차(휠체어칸)"
S1_2_0031,2호선,건대입구,2호선,성수,7호선,어린이대공원,2F → 1F → B2,6,2,0,"개집표기 통과 후 1번출입구 앞 엘리베이터(으)로 1개 층 내려가기 (2F → 1F, 엘리베이터) → [1F] 지상1층으로 이동 → 3번출입구 옆 엘리베이터(으)로 2개 층 내려가기 (1F → B2, 엘리베이터) → [B2] 지하2층으로 이동 → [B2] 어린이대공원 방면 승강장 방향으로 이동 → [B2] 어린이대공원 방면 승강장 이용"
S1_2_0031,2호선,건대입구,2호선,구의,7호선,뚝섬유원지,3F → 1F → B2 → B3 → B2,10,4,0,"[3F] 2호선 구의 방면 승강장 하차 → 표 내는 곳 통과 후 2호선 대합실 방향 엘리베이터(으)로 2개 층 내려가기 (3F → 1F, 엘리베이터) → [1F] 3번 출입구 옆 엘리베이터 로 이동 → 3번 출입구 옆 엘리베이터(으)로 2개 층 내려가기 (1F → B2, 엘리베이터) → [B2] 표 내는 곳 통과 후 7호선 어린이대공원 방면 엘리베이터 로 이동 → 7호선 어린이대공원 방면 엘리베이터(으)로 1개 층 내려가기 (B2 → B3, 엘리베이터) → [B3] 7호선 자양 방면 승강장 엘리베이터 이동 → 7호선 자양 방면 엘리베이터(으)로 1개 층 올라가기 (B3 → B2, 엘리베이터) → [B2] 7호선 자양 방면 승강장 이동 → [B2] 탑승(휠체어칸)"
S1_2_0031,2호선,건대입구,2호선,성수,7호선,뚝섬유원지,3F → 2F → B2 → B3 → B2,12,4,0,"[3F] 2호선 성수 방면 승강장 하차 → 2호선 성수 방면 엘리베이터(으)로 1개 층 내려가기 (3F → 2F, 엘리베이터) → [2F] 표 내는 곳 통과 후 1번 출입구 앞 엘리베이터 이동 → [2F] 3번 출입구 옆 엘리베이터 이동 → [2F] 3번 출입구 옆 엘레이터 탑승 → 1번 출입구 옆 엘리베이터(으)로 3개 층 내려가기 (2F → B2, 엘리베이터) → [B2] 표 내는 곳 통과 후 7호선 어린이대공원 방면 엘리베이터 로 이동 → 7호선 어린이대공원 방면 엘리베이터(으)로 1개 층 내려가기 (B2 → B3, 엘리베이터) → [B3] 7호선 자양 방면 승강장 엘리베이터 이동 → 7호선 자양 방면 엘리베이터(으)로 1개 층 올라가기 (B3 → B2, 엘리베이터) → [B2] 7호선 자양 방면 승강장 이동 → [B2] 탑승(휠체어칸)"
S1_2_0314,2호선,성수,2호선,뚝섬,2호선,용답,3F,3,0,0,[3F] 2호선 뚝섬 방면 승강장 하차 → [3F] 2호선 용답 방면 승강장으로 이동 → [3F] 승차 (휠체어칸)
S1_2_0314,2호선,성수,2호선,건대입구,2호선,용답,3F → 2F → 3F,6,2,0,"[3F] 2호선 건대입구 방면 승강장 하차 → 대합실 방향 엘리베이터(으)로 1개 층 내려가기 (3F → 2F, 엘리베이터) → [2F] 대합실로 이동 → 2호선 용답 방면 엘리베이터(으)로 1개 층 올라가기 (2F → 3F, 엘리베이터) → [3F] 2호선 용답 방면 승강장으로 이동 → [3F] 승차 (휠체어칸)"
S1_2_0314,2호선,성수,2호선,용답,2호선,뚝섬,3F,3,0,0,[3F] 2호선 용답 방면 승강장 하차 → [3F] 2호선 뚝섬 방면 승강장으로 이동 → [3F] 승차 (휠체어칸)
S1_2_0314,2호선,성수,2호선,용답,2호선,건대입구,3F → 2F → 3F,6,2,0,"[3F] 2호선 용답 방면 승강장 하차 → 대합실 방향 엘리베이터(으)로 1개 층 내려가기 (3F → 2F, 엘리베이터) → [2F] 대합실로 이동 → 2호선 건대입구 방면 엘리베이터(으)로 1개 층 올라가기 (2F → 3F, 엘리베이터) → [3F] 2호선 건대입구 방면 승강장으로 이동 → [3F] 승차 (휠체어칸)"
S1_2_0441,2호선,왕십리,2호선,상왕십리,5호선,행당,B2 → B4 → B5,7,2,0,"[B2] 2호선 상왕십리 방면 승강장 하차 → [B2] 환승대합실로 이동 → 5호선 방향 엘리베이터(으)로 2개 층 내려가기 (B2 → B4, 엘리베이터) → [B4] 5호선 대합실로 이동 → 5호선 행당 방면 엘리베이터(으)로 1개 층 내려가기 (B4 → B5, 엘리베이터) → [B5] 5호선 행당 방면 승강장으로 이동 → [B5] 승차 (휠체어칸)"
S1_2_0441,2호선,왕십리,2호선,상왕십리,5호선,마장,B2 → B4 → B5,7,2,0,"[B2] 2호선 상왕십리 방면 승강장 하차 → [B2] 환승대합실로 이동 → 5호선 방향 엘리베이터(으)로 2개 층 내려가기 (B2 → B4, 엘리베이터) → [B4] 5호선 대합실로 이동 → 5호선 마장 방면 엘리베이터(으)로 1개 층 내려가기 (B4 → B5, 엘리베이터) → [B5] 5호선 마장 방면 승강장으로 이동 → [B5] 승차 (휠체어칸)"
S1_2_0441,2호선,왕십리,2호선,한양대,5호선,행당,B2 → B1 → B2 → B4 → B5,10,4,0,"[B2] 2호선 한양대 방면 승강장 하차 → 환승대합실 방향 엘리베이터(으)로 1개 층 올라가기 (B2 → B1, 엘리베이터) → [B1] 환승대합실로 이동 → 2호선 상왕십리 방면 엘리베이터(으)로 1개 층 내려가기 (B1 → B2, 엘리베이터) → [B2] 환승대합실로 이동 → 5호선 방향 엘리베이터(으)로 2개 층 내려가기 (B2 → B4, 엘리베이터) → [B4] 5호선 대합실로 이동 → 5호선 행당 방면 엘리베이터(으)로 1개 층 내려가기 (B4 → B5, 엘리베이터) → [B5] 5호선 행당 방면 승강장으로 이동 → [B5] 승차 (휠체어칸)"
S1_2_0441,2호선,왕십리,2호선,한양대,5호선,마장,B2 → B1 → B2 → B4 → B5,10,4,0,"[B2] 2호선 한양대 방면 승강장 하차 → 환승대합실 방향 엘리베이터(으)로 1개 층 올라가기 (B2 → B1, 엘리베이터) → [B1] 환승대합실로 이동 → 2호선 상왕십리 방면 엘리베이터(으)로 1개 층 내려가기 (B1 → B2, 엘리베이터) → [B2] 환승대합실로 이동 → 5호선 방향 엘리베이터(으)로 2개 층 내려가기 (B2 → B4, 엘리베이터) → [B4] 5호선 대합실로 이동 → 5호선 마장 방면 엘리베이터(으)로 1개 층 내려가기 (B4 → B5, 엘리베이터) → [B5] 5호선 마장 방면 승강장으로 이동 → [B5] 승차 (휠체어칸)"
S1_2_0441,2호선,왕십리,2호선,상왕십리,수인분당선,청량리,B2 → B1 → 1F,6,2,0,"[B2] 2호선 상왕십리 방면 승강장 하차 → 환승대합실 방향 엘리베이터(으)로 1개 층 올라가기 (B2 → B1, 엘리베이터) → [B1] 환승대합실로 이동 → 수인분당선 승강장 방향 엘리베이터(으)로 1개 층 올라가기 (B1 → 1F, 엘리베이터) → [1F] 수인분당선 청량리 방면 승강장으로 이동 → [1F] 승차 (휠체어칸)"
S1_2_0441,2호선,왕십리,2호선,상왕십리,수인분당선,서울숲,B2 → B1 → 1F,6,2,0,"[B2] 2호선 상왕십리 방면 승강장 하차 → 환승대합실 방향 엘리베이터(으)로 1개 층 올라가기 (B2 → B1, 엘리베이터) → [B1] 환승대합실로 이동 → 수인분당선 승강장 방향 엘리베이터(으)로 1개 층 올라가기 (B1 → 1F, 엘리베이터) → [1F] 수인분당선 서울숲 방면 승강장으로 이동 → [1F] 승차 (휠체어칸)"
S1_2_0441,2호선,왕십리,2호선,한양대,수인분당선,청량리,B2 → B1 → 1F,6,2,0,"[B2] 2호선 한양대 방면 승강장 하차 → 환승대합실 방향 엘리베이터(으)로 1개 층 올라가기 (B2 → B1, 엘리베이터) → [B1] 환승대합실로 이동 → 수인분당선 승강장 방향 엘리베이터(으)로 1개 층 올라가기 (B1 → 1F, 엘리베이터) → [1F] 수인분당선 청량리 방면 승강장으로 이동 → [1F] 승차 (휠체어칸)"
S1_2_0441,2호선,왕십리,2호선,한양대,수인분당선,서울숲,B2 → B1 → 1F,6,2,0,"[B2] 2호선 한양대 방면 승강장 하차 → 환승대합실 방향 엘리베이터(으)로 1개 층 올라가기 (B2 → B1, 엘리베이터) → [B1] 환승대합실로 이동 → 수인분당선 승강장 방향 엘리베이터(으)로 1개 층 올라가기 (B1 → 1F, 엘리베이터) → [1F] 수인분당선 서울숲 방면 승강장으로 이동 → [1F] 승차 (휠체어칸)"
S1_2_0441,2호선,왕십리,2호선,상왕십리,경의중앙선,응봉,B2 → B1 → 1F,6,2,0,"[B2] 2호선 상왕십리 방면 승강장 하차 → 환승대합실 방향 엘리베이터(으)로 1개 층 올라가기 (B2 → B1, 엘리베이터) → [B1] 환승대합실로 이동 → 경의중앙선 승강장 방향 엘리베이터(으)로 1개 층 올라가기 (B1 → 1F, 엘리베이터) → [1F] 경의중앙선 응봉 방면 승강장으로 이동 → [1F] 승차 (휠체어칸)"
S1_2_0441,2호선,왕십리,2호선,상왕십리,경의중앙선,청량리,B2 → B1 → 1F,6,2,0,"[B2] 2호선 상왕십리 방면 승강장 하차 → 환승대합실 방향 엘리베이터(으)로 1개 층 올라가기 (B2 → B1, 엘리베이터) → [B1] 환승대합실로 이동 → 경의중앙선 승강장 방향 엘리베이터(으)로 1개 층 올라가기 (B1 → 1F, 엘리베이터) → [1F] 경의중앙선 청량리 방면 승강장으로 이동 → [1F] 승차 (휠체어칸)"
S1_2_0441,2호선,왕십리,2호선,한양대,경의중앙선,응봉,B2 → B1 → 1F,6,2,0,"[B2] 2호선 한양대 방면 승강장 하차 → 환승대합실 방향 엘리베이터(으)로 1개 층 올라가기 (B2 → B1, 엘리베이터) → [B1] 환승대합실로 이동 → 경의중앙선 승강장 방향 엘리베이터(으)로 1개 층 올라가기 (B1 → 1F, 엘리베이터) → [1F] 경의중앙선 응봉 방면 승강장으로 이동 → [1F] 승차 (휠체어칸)"
S1_2_0441,2호선,왕십리,2호선,한양대,경의중앙선,청량리,B2 → B1 → 1F,6,2,0,"[B2] 2호선 한양대 방면 승강장 하차 → 환승대합실 방향 엘리베이터(으)로 1개 층 올라가기 (B2 → B1, 엘리베이터) → [B1] 환승대합실로 이동 → 경의중앙선 승강장 방향 엘리베이터(으)로 1개 층 올라가기 (B1 → 1F, 엘리베이터) → [1F] 경의중앙선 청량리 방면 승강장으로 이동 → [1F] 승차 (휠체어칸)"
S1_2_0356,2호선,신당,2호선,동대문역사문화공원,6호선,청구,B2 → B1 → B2 → B3,8,0,0,"[B2] 2호선 동대문역사문화공원 방면 승강장 하차 → 환승통로 방향 휠체어리프트(으)로 1개 층 올라가기 (B2 → B1, 휠체어리프트) → [B1] 6호선 방향 환승통로로 이동 → 휠체어리프트(으)로 1개 층 내려가기 (B1 → B2, 휠체어리프트) → [B2] 6호선 대합실로 이동 → 휠체어리프트(으)로 1개 층 내려가기 (B2 → B3, 휠체어리프트) → [B3] 6호선 청구 방면 승강장으로 이동 → [B3] 승차 (휠체어칸)"
S1_2_0356,2호선,신당,2호선,동대문역사문화공원,6호선,동묘앞,B2 → B1 → B2 → B3,8,0,0,"[B2] 2호선 동대문역사문화공원 방면 승강장 하차 → 환승통로 방향 휠체어리프트(으)로 1개 층 올라가기 (B2 → B1, 휠체어리프트) → [B1] 6호선 방향 환승통로로 이동 → 휠체어리프트(으)로 1개 층 내려가기 (B1 → B2, 휠체어리프트) → [B2] 6호선 대합실로 이동 → 휠체어리프트(으)로 1개 층 내려가기 (B2 → B3, 휠체어리프트) → [B3] 6호선 동묘앞 방면 승강장으로 이동 → [B3] 승차 (휠체어칸)"
S1_2_0356,2호선,신당,2호선,상왕십리,6호선,청구,B2 → B1 → B2 → B3,8,0,0,"[B2] 2호선 상왕십리 방면 승강장 하차 → 환승통로 방향 휠체어리프트(으)로 1개 층 올라가기 (B2 → B1, 휠체어리프트) → [B1] 6호선 방향 환승통로로 이동 → 휠체어리프트(으)로 1개 층 내려가기 (B1 → B2, 휠체어리프트) → [B2] 6호선 대합실로 이동 → 휠체어리프트(으)로 1개 층 내려가기 (B2 → B3, 휠체어리프트) → [B3] 6호선 청구 방면 승강장으로 이동 → [B3] 승차 (휠체어칸)"
S1_2_0356,2호선,신당,2호선,상왕십리,6호선,동묘앞,B2 → B1 → B2 → B3,8,0,0,"[B2] 2호선 상왕십리 방면 승강장 하차 → 환승통로 방향 휠체어리프트(으)로 1개 층 올라가기 (B2 → B1, 휠체어리프트) → [B1] 6호선 방향 환승통로로 이동 → 휠체어리프트(으)로 1개 층 내려가기 (B1 → B2, 휠체어리프트) → [B2] 6호선 대합실로 이동 → 휠체어리프트(으)로 1개 층 내려가기 (B2 → B3, 휠체어리프트) → [B3] 6호선 동묘앞 방면 승강장으로 이동 → [B3] 승차 (휠체어칸)"
S1_2_0156,2호선,동대문역사문화공원,2호선,을지로4가,4호선,동대문,B2 → B1 → B3,7,2,0,"[B2] 2호선 을지로4가 방면 승강장 하차 → 대합실 방향 엘리베이터(으)로 1개 층 올라가기 (B2 → B1, 엘리베이터) → [B1] 대합실로 이동 → [B1] 4호선 대합실로 이동 → 4호선 승강장 방향 엘리베이터(으)로 2개 층 내려가기 (B1 → B3, 엘리베이터) → [B3] 4호선 동대문 방면 승강장으로 이동 → [B3] 승차 (휠체어칸)"
S1_2_0156,2호선,동대문역사문화공원,2호선,을지로4가,4호선,충무로,B2 → B1 → B3,7,2,0,"[B2] 2호선 을지로4가 방면 승강장 하차 → 대합실 방향 엘리베이터(으)로 1개 층 올라가기 (B2 → B1, 엘리베이터) → [B1] 대합실로 이동 → [B1] 4호선 대합실로 이동 → 4호선 승강장 방향 엘리베이터(으)로 2개 층 내려가기 (B1 → B3, 엘리베이터) → [B3] 4호선 충무로 방면 승강장으로 이동 → [B3] 승차 (휠체어칸)"
S1_2_0156,2호선,동대문역사문화공원,2호선,신당,4호선,동대문,B2 → B1 → B3,7,2,0,"[B2] 2호선 신당 방면 승강장 하차 → 대합실 방향 엘리베이터(으)로 1개 층 올라가기 (B2 → B1, 엘리베이터) → [B1] 대합실로 이동 → [B1] 4호선 대합실로 이동 → 4호선 승강장 방향 엘리베이터(으)로 2개 층 내려가기 (B1 → B3, 엘리베이터) → [B3] 4호선 동대문 방면 승강장으로 이동 → [B3] 승차 (휠체어칸)"
S1_2_0156,2호선,동대문역사문화공원,2호선,신당,4호선,충무로,B2 → B1 → B3,7,2,0,"[B2] 2호선 신당 방면 승강장 하차 → 대합실 방향 엘리베이터(으)로 1개 층 올라가기 (B2 → B1, 엘리베이터) → [B1] 대합실로 이동 → [B1] 4호선 대합실로 이동 → 4호선 승강장 방향 엘리베이터(으)로 2개 층 내려가기 (B1 → B3, 엘리베이터) → [B3] 4호선 충무로 방면 승강장으로 이동 → [B3] 승차 (휠체어칸)"
S1_2_0156,2호선,동대문역사문화공원,2호선,을지로4가,5호선,을지로4가,B2 → B1 → B3 → B5,9,3,0,"[B2] 2호선 을지로4가 방면 승강장 하차 → 대합실 방향 엘리베이터(으)로 1개 층 올라가기 (B2 → B1, 엘리베이터) → [B1] 대합실로 이동 → [B1] 4호선 대합실로 이동 → 4호선 승강장 방향 엘리베이터(으)로 2개 층 내려가기 (B1 → B3, 엘리베이터) → [B3] 4호선 승강장으로 이동 → 5호선 승강장 방향 엘리베이터(으)로 2개 층 내려가기 (B3 → B5, 엘리베이터) → [B5] 5호선 을지로4가 방면 승강장으로 이동 → [B5] 승차 (휠체어칸)"
S1_2_0156,2호선,동대문역사문화공원,2호선,을지로4가,5호선,청구,B2 → B1 → B3 → B5,9,3,0,"[B2] 2호선 을지로4가 방면 승강장 하차 → 대합실 방향 엘리베이터(으)로 1개 층 올라가기 (B2 → B1, 엘리베이터) → [B1] 대합실로 이동 → [B1] 4호선 대합실로 이동 → 4호선 승강장 방향 엘리베이터(으)로 2개 층 내려가기 (B1 → B3, 엘리베이터) → [B3] 4호선 승강장으로 이동 → 5호선 승강장 방향 엘리베이터(으)로 2개 층 내려가기 (B3 → B5, 엘리베이터) → [B5] 5호선 청구 방면 승강장으로 이동 → [B5] 승차 (휠체어칸)"
S1_2_0156,2호선,동대문역사문화공원,2호선,신당,5호선,을지로4가,B2 → B1 → B3 → B5,9,3,0,"[B2] 2호선 신당 방면 승강장 하차 → 대합실 방향 엘리베이터(으)로 1개 층 올라가기 (B2 → B1, 엘리베이터) → [B1] 대합실로 이동 → [B1] 4호선 대합실로 이동 → 4호선 승강장 방향 엘리베이터(으)로 2개 층 내려가기 (B1 → B3, 엘리베이터) → [B3] 4호선 승강장으로 이동 → 5호선 승강장 방향 엘리베이터(으)로 2개 층 내려가기 (B3 → B5, 엘리베이터) → [B5] 5호선 을지로4가 방면 승강장으로 이동 → [B5] 승차 (휠체어칸)"
S1_2_0156,2호선,동대문역사문화공원,2호선,신당,5호선,청구,B2 → B1 → B3 → B5,9,3,0,"[B2] 2호선 신당 방면 승강장 하차 → 대합실 방향 엘리베이터(으)로 1개 층 올라가기 (B2 → B1, 엘리베이터) → [B1] 대합실로 이동 → [B1] 4호선 대합실로 이동 → 4호선 승강장 방향 엘리베이터(으)로 2개 층 내려가기 (B1 → B3, 엘리베이터) → [B3] 4호선 승강장으로 이동 → 5호선 승강장 방향 엘리베이터(으)로 2개 층 내려가기 (B3 → B5, 엘리베이터) → [B5] 5호선 청구 방면 승강장으로 이동 → [B5] 승차 (휠체어칸)"
S1_2_0465,2호선,을지로4가,2호선,을지로3가,5호선,종로3가,B5,3,0,0,[B5] 지하5층 5호선 승강장 하차 → [B5] 3) 종로3가 방면 승차 (휠체어칸) → 7-4 승강장 앞 엘리베이터 이용 (엘리베이터)
S1_2_0465,2호선,을지로4가,2호선,을지로3가,5호선,동대문역사문화공원,B5,3,0,0,[B5] 지하5층 5호선 승강장 하차 → [B5] 동대문역사문화공원 방면 승차 (휠체어칸) → 7-4 승강장 앞 엘리베이터 이용 (엘리베이터)
S1_2_0465,2호선,을지로4가,2호선,동대문역사문화공원,5호선,종로3가,B2 → B1 → B5,5,2,0,"지하2층 승강장에서 엘리베이터(으)로 1개 층 올라가기 (B2 → B1, 엘리베이터) → [B1] 지하1층 대합실 하차후 오른쪽으로 90M 이동 → 을지로3가방면 표 내는 곳 옆의 엘리베이터(으)로 4개 층 내려가기 (B1 → B5, 엘리베이터) → [B5] 지하5층 5호선 승강장 하차 → [B5] 종로3가 방면 승차 (휠체어칸)"
S1_2_0465,2호선,을지로4가,2호선,동대문역사문화공원,5호선,동대문역사문화공원,B2 → B1 → B5,5,2,0,"지하2층 승강장에서 엘리베이터(으)로 1개 층 올라가기 (B2 → B1, 엘리베이터) → [B1] 지하1층 대합실 하차후 오른쪽으로 90M 이동 → 을지로3가방면 표 내는 곳 옆의 엘리베이터(으)로 4개 층 내려가기 (B1 → B5, 엘리베이터) → [B5] 지하5층 5호선 승강장 하차 → [B5] 동대문역사문화공원 방면 승차 (휠체어칸)"
S1_2_0464,2호선,을지로3가,2호선,을지로입구,3호선,종로3가,B2 → B1 → B3,7,2,0,"[B2] 2호선 을지로입구 방면 승강장 하차 → 대합실 방향 엘리베이터(으)로 1개 층 올라가기 (B2 → B1, 엘리베이터) → [B1] 대합실로 이동 → [B1] 3호선 대합실로 이동 → 3호선 승강장 방향 엘리베이터(으)로 2개 층 내려가기 (B1 → B3, 엘리베이터) → [B3] 3호선 종로3가 방면 승강장으로 이동 → [B3] 승차 (휠체어칸)"
S1_2_0464,2호선,을지로3가,2호선,을지로입구,3호선,충무로,B2 → B1 → B3,7,2,0,"[B2] 2호선 을지로입구 방면 승강장 하차 → 대합실 방향 엘리베이터(으)로 1개 층 올라가기 (B2 → B1, 엘리베이터) → [B1] 대합실로 이동 → [B1] 3호선 대합실로 이동 → 3호선 승강장 방향 엘리베이터(으)로 2개 층 내려가기 (B1 → B3, 엘리베이터) → [B3] 3호선 충무로 방면 승강장으로 이동 → [B3] 승차 (휠체어칸)"
S1_2_0464,2호선,을지로3가,2호선,을지로4가,3호선,종로3가,B2 → B3,5,1,0,"[B2] 2호선 을지로4가 방면 승강장 하차 → [B2] 3호선 연결통로로 이동 → 3호선 승강장 방향 엘리베이터(으)로 1개 층 내려가기 (B2 → B3, 엘리베이터) → [B3] 3호선 종로3가 방면 승강장으로 이동 → [B3] 승차(휠체어칸)"
S1_2_0464,2호선,을지로3가,2호선,을지로4가,3호선,충무로,B2 → B3,5,1,0,"[B2] 2호선 을지로4가 방면 승강장 하차 → [B2] 3호선 연결통로로 이동 → 3호선 승강장 방향 엘리베이터(으)로 1개 층 내려가기 (B2 → B3, 엘리베이터) → [B3] 3호선 충무로 방면 승강장으로 이동 → [B3] 승차(휠체어칸)"
S1_2_0367,2호선,신설동,2호선,2호선 신설동(종착역) 승강장,1호선,제기동,B2 → B1 → 1F → B1 → B2,10,4,0,"신설동 종착역 승강장 → 대합실 방향 엘리베이터(으)로 1개 층 올라가기 (B2 → B1, 엘리베이터) → [B1] 대합실로 이동 → 9번 출입구 엘리베이터(으)로 1개 층 올라가기 (B1 → 1F, 엘리베이터) → [1F] 역사 바깥으로 이동 (필요 시 직원 동행) → 2번/ 3번 출입구 사이 엘리베이터(으)로 1개 층 내려가기 (1F → B1, 엘리베이터) → [B1] 대합실로 이동 → 제기동 방면 엘리베이터(으)로 1개 층 내려가기 (B1 → B2, 엘리베이터) → [B2] 제기동 방면 승강장으로 이동 → [B2] 승차 (휠체어칸)"
S1_2_0367,2호선,신설동,2호선,2호선 신설동(종착역) 승강장,1호선,동묘앞,B2 → B1 → 1F → B1 → B2,10,4,0,"신설동 종착역 승강장 → 대합실 방향 엘리베이터(으)로 1개 층 올라가기 (B2 → B1, 엘리베이터) → [B1] 대합실로 이동 → 9번 출입구 엘리베이터(으)로 1개 층 올라가기 (B1 → 1F, 엘리베이터) → [1F] 역사 바깥으로 이동 (필요 시 직원 동행) → 4번/ 5번 출입구 사이 엘리베이터(으)로 1개 층 내려가기 (1F → B1, 엘리베이터) → [B1] 대합실로 이동 → 동묘앞 방면 엘리베이터(으)로 1개 층 내려가기 (B1 → B2, 엘리베이터) → [B2] 동묘앞 방면 승강장으로 이동 → [B2] 승차 (휠체어칸)"
S1_2_0367,2호선,신설동,2호선,2호선 신설동(종착역) 승강장,우이신설선,보문,B2 → B1 → 1F → B1 → B2,10,4,0,"신설동 종착역 승강장 → 대합실 방향 엘리베이터(으)로 1개 층 올라가기 (B2 → B1, 엘리베이터) → [B1] 대합실로 이동 → 9번 출입구 엘리베이터(으)로 1개 층 올라가기 (B1 → 1F, 엘리베이터) → [1F] 역사 바깥으로 이동 (필요 시 직원 동행) → 1번, 12번 출입구 엘리베이터(으)로 1개 층 내려가기 (1F → B1, 엘리베이터) → [B1] 대합실로 이동 → 우이신설선 승강장 방면 엘리베이터(으)로 1개 층 내려가기 (B1 → B2, 엘리베이터) → [B2] 우이신설선 승강장으로 이동 → [B2] 승차 (휠체어칸)"
S1_2_0100,2호선,까치산,2호선,신정네거리,5호선,신정,B5,3,0,0,[B5] 2호선 신정네거리 방면 승강장 하차 → [B5] 5호선 신정 방면 승강장으로 이동 → [B5] 승차 (휠체어칸)
S1_2_0100,2호선,까치산,2호선,신정네거리,5호선,화곡,B5,5,0,0,[B5] 2호선 신정네거리 방면 승강장 하차 → [B5] B1 대합실 EV 하차 → [B5] B5 5호선 화곡 방면 승강장 이동 → [B5] 승차(휠체어칸) → B5 상선 승강장(6-3) EV 이용 (엘리베이터)
KR_3_0128,3호선,대곡,3호선,3호선 백석방면 승강장,,경의중앙선 곡산방면 승강장,,6,0,0,3호선 백석역방면 2호차 하차 → 3층 환승통로 이동 → 2층 환승통로 이동 → 엘리베이터 5호기 이동 → 경의중앙선 곡산방면 승강장 → 엘리베이터 1호기 이용 (엘리베이터)
KR_3_0128,3호선,대곡,3호선,3호선 백석방면 승강장,,경의중앙선 능곡방면 승강장,,6,0,0,3호선 백석역방면 2호차 하차 → 3층 환승통로 이동 → 2층 환승통로 이동 → 엘리베이터 6호기 이동 → 경의중앙선 능곡방면 승강장 → 엘리베이터 1호기 이용 (엘리베이터)
KR_3_0128,3호선,대곡,3호선,3호선 화정방면 승강장,,경의중앙선 곡산방면 승강장,,6,0,0,3호선 화정역방면 6호차 하차 → 3층 환승통로 이동 → 2층 환승통로 이동 → 엘리베이터 5호기 이동 → 경의중앙선 곡산방면 승강장 → 엘리베이터 1호기 이용 (엘리베이터)
KR_3_0128,3호선,대곡,3호선,3호선 화정방면 승강장,,경의중앙선 능곡방면 승강장,,6,0,0,3호선 화정역방면 6호차 하차 → 3층 환승통로 이동 → 2층 환승통로 이동 → 엘리베이터 6호기 이동 → 경의중앙선 능곡방면 승강장 → 엘리베이터 1호기 이용 (엘리베이터)
S1_3_0418,3호선,연신내,3호선,구파발,6호선,구산,B2 → B1 → B5,7,2,0,"[B2] 3호선 구파발 방면 승강장 하차 → 대합실 방향 엘리베이터(으)로 1개 층 올라가기 (B2 → B1, 엘리베이터) → [B1] 대합실로 이동 → [B1] 6호선 대합실로 이동 → 6호선 승강장 방향 엘리베이터(으)로 4개 층 내려가기 (B1 → B5, 엘리베이터) → [B5] 6호선 구산 방면 승강장으로 이동 → [B5] 승차 (휠체어칸)"
S1_3_0418,3호선,연신내,3호선,불광,6호선,구산,B2 → B1 → B5,7,2,0,"[B2] 3호선 불광 방면 승강장 하차 → 대합실 방향 엘리베이터(으)로 1개 층 올라가기 (B2 → B1, 엘리베이터) → [B1] 대합실로 이동 → [B1] 6호선 대합실로 이동 → 6호선 승강장 방향 엘리베이터(으)로 4개 층 내려가기 (B1 → B5, 엘리베이터) → [B5] 6호선 구산 방면 승강장으로 이동 → [B5] 승차 (휠체어칸)"
S1_3_0255,3호선,불광,3호선,연신내,6호선,독바위,B2 → B4,6,1,0,"[B2] 3호선 연신내 방면 승강장 하차 → [B2] 6호선 방향 환승통로로 이동 → [B2] 6호선 대합실로 이동 → 6호선 승강장 방향 엘리베이터(으)로 2개 층 내려가기 (B2 → B4, 엘리베이터) → [B4] 6호선 독바위 방면 승강장으로 이동 → [B4] 승차 (휠체어칸)"
S1_3_0255,3호선,불광,3호선,녹번,6호선,독바위,B2 → B4,6,1,0,"[B2] 3호선 녹번 방면 승강장 하차 → [B2] 6호선 방향 환승통로로 이동 → [B2] 6호선 대합실로 이동 → 6호선 승강장 방향 엘리베이터(으)로 2개 층 내려가기 (B2 → B4, 엘리베이터) → [B4] 6호선 독바위 방면 승강장으로 이동 → [B4] 승차 (휠체어칸)"
